titulo;URUBU - 001;URUBU - 002;URUBU - 003;URUBU - 004;URUBU - 005;URUBU - 006;URUBU - 007;URUBU - 008;URUBU - 009;URUBU - 010;URUBU - 011;URUBU - 012;URUBU - 014;URUBU - 015;URUBU - 016;URUBU - 017;URUBU - 018;URUBU - 019;URUBU - 020;URUBU - 021;URUBU - 022;URUBU - 023;URUBU - 025;URUBU - 026;URUBU - 030;URUBU - 031;URUBU - 032;URUBU - 033;URUBU - 034;URUBU - 035;URUBU - 036;URUBU - 037;URUBU - 038;URUBU - 039;URUBU - 040;URUBU - 041;URUBU - 042
1/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;None
2/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;None
3/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;None
4/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;None
5/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;None
6/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0.9242518;0;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
7/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0.93242604;0;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
8/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
9/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
10/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
11/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
12/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
13/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
14/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;1.1209302;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
15/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0.9380942;0;None;0;0;0;0;1.1093282;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
16/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;1.0646462;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
17/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
18/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0.59108794;None;0;0;1.0682311;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
19/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0;0.76198643;None;0;0;1.0569788;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
20/JANUARY/2022;0;0;0;0;None;None;None;None;None;None;None;None;0.9212179;0.5662292;None;0;0;1.0537387;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
21/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.5603754;None;0;0;1.0545621;0;0.89814734;None;0;None;0;0;0;None;0;0;0;0;0;None;0;0;0;None
22/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0.90729994;0.56328213;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
23/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0.9018456;0.57890266;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
24/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.5764875;None;0;0;0;0;0;None;0.94130856;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
25/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.5829697;None;0;0;0;0;1.3236076;None;0.9564488;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
26/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0.8979824;0.5826422;None;0;0;1.0321314;0;1.3239043;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
27/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0.8924219;0.57623917;None;0;0;1.0310841;0;1.3210039;None;0;None;0;0;0;None;0;0;0;0;0;None;0;0;0;None
28/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.5744807;None;0;0;1.0300741;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
29/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.56428707;None;0;0;0;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
30/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
31/JANUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.5758583;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
1/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.5766256;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
2/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.57751876;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
3/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0.8990298;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
4/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
5/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;None;0;0;None;None;0;0;0;0;0;None;0;0;0;None
6/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
7/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0.886355;0.5702204;None;0.51971805;0;None;0;0;None;0;None;0;0;0;None;0;0;0;0;0;None;0;0;0;None
8/FEBRUARY/2022;0;None;0;0;None;None;None;None;None;None;None;None;0;0.5729924;None;0;0;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
9/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0.5704425;None;0;0;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0;0;0;None
10/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0.5611886;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
11/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0.88751715;0.5661026;None;0;0;None;0;1.3127627;None;0;0;0;0;0;None;0;0;0;0;0;None;0.829334;0;0;None
12/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0.8863908;0;None;0;0;None;0;1.2809039;None;0;0;0;0;0;None;0;0;0;0;0;None;0.823246;0;0;None
13/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0.818882;0;0;None
14/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;0;None;0;0;0;0;0;None;0.7977493;0;0;None
15/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;None;0;0;0;None;0;0;0;0;0;None;0;0;0;None
16/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;0;None
17/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;None;None;None;0;0;0;0;0;None;0;0;0;None
18/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;None;None;None;0;0;0;0;0;None;0;0;0;None
19/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;None;None;None;0;0;0;0;0;None;0;0;0;None
20/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;None;None;None;0;0;0;0;0;None;0;0;0;None
21/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;None;None;None;0;0;0;0;0;None;0;0;0;None
22/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;None;None;None;0;0;0;0;0;None;0;0;0;None
23/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
24/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0.009320818;0;0;0;0;None;0;0;None;None
25/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
26/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
27/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
28/FEBRUARY/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
29/FEBRUARY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/FEBRUARY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/FEBRUARY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
2/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
3/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;None;0;0;None;None;0;0;0;0;0;None;0;0;None;None
4/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;None;0;0;None;None;0;0;0;0;0;None;0;0;None;None
5/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;0;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
6/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
7/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
8/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
9/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
10/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
11/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
12/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
13/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
14/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
15/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0.008742654;0;0;0;0;None;0;0;None;None
16/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;0;0;0;None;None;0;0;0;0;0;None;0;0;None;None
17/MARCH/2022;None;None;0;0;None;None;None;None;None;None;None;None;0;0;None;0;0;None;None;0;None;0;None;0;0;None;None;0;0;0;0;0;None;0;0;None;None
18/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;0;None;None;None;0;None;0;None;None;0;None;None;0;0;0;0;0;None;None;None;None;None
19/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/MARCH/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
5/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
7/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
8/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
9/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
10/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
11/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
12/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
13/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
14/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
15/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
16/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
17/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
18/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
19/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/APRIL/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
5/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
7/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
8/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
9/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
10/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
11/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
12/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
13/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
14/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
15/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
16/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
17/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
18/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
19/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/MAY/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/JUNE/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/JUNE/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/JUNE/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/JUNE/2022;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
